,short_name,long_name,age,dob,height_cm,weight_kg,nationality,Team,League,league_rank,overall,potential,wage_eur,FIFA Position,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,pace,shooting,passing,dribbling,defending,physic,Goals,General_Position,Appearances,Index
12263,M. Viviani,Mattia Viviani,18,2000-09-04,183,72,Italy,Brescia,Italian Serie A,1.0,63,83,1000,"CDM, CM",Right,1,3,2,Medium/Medium,71.0,55.0,63.0,62.0,59.0,61.0,0,Midfielder,3,12263
12264,J. Garner,James Garner,18,2001-03-13,183,75,England,Manchester United,English Premier League,1.0,63,83,5000,"CDM, CM, CB",Right,1,3,2,Medium/High,63.0,54.0,61.0,58.0,61.0,60.0,0,Midfielder,1,12264
12278,L. Dajaku,Leon Dajaku,18,2001-04-12,180,75,Germany,Bayern München II,German 3. Bundesliga,3.0,63,81,1000,"RM, ST",Right,1,4,3,Medium/Medium,70.0,61.0,53.0,68.0,21.0,54.0,0,Forward,2,12278
12279,N. Katterbach,Noah Katterbach,18,2001-04-13,178,73,Germany,1. FC Köln,German 1. Bundesliga,1.0,63,81,2000,LWB,Left,1,2,2,High/Medium,68.0,39.0,52.0,64.0,62.0,52.0,0,Defender,12,12279
12298,S. Boey,Sacha Boey,18,2000-09-13,178,70,France,Stade Rennais FC,French Ligue 1,1.0,63,80,2000,RB,Right,1,3,2,High/Medium,67.0,41.0,57.0,62.0,60.0,54.0,0,Defender,3,12298
12303,C. Baumgartner,Christoph Baumgartner,19,1999-08-01,178,68,Austria,TSG 1899 Hoffenheim,German 1. Bundesliga,1.0,63,79,4000,CAM,Right,1,3,3,Medium/Medium,62.0,44.0,64.0,68.0,41.0,49.0,3,Midfielder,13,12303
12305,K. Agudelo,Kevin Andrés Agudelo Ardila,20,1998-11-14,173,70,Colombia,Genoa,Italian Serie A,1.0,63,79,3000,"CM, CAM",Left,1,3,3,Medium/Medium,71.0,58.0,61.0,68.0,49.0,63.0,1,Midfielder,11,12305
12324,M. Obafemi,Michael Obafemi,18,2000-07-06,169,71,Republic of Ireland,Southampton,English Premier League,1.0,63,78,5000,ST,Right,1,3,2,High/Low,79.0,61.0,49.0,62.0,23.0,50.0,1,Forward,12,12324
12326,Clemente,Enrique Clemente Maza,20,1999-03-04,180,79,Spain,Real Zaragoza,Spanish Segunda División,2.0,63,78,2000,"CB, LB",Left,1,2,2,Low/Medium,58.0,31.0,49.0,45.0,63.0,64.0,0,Midfielder,1,12326
12334,Amilcar Silva,Amilcar Silva,19,1999-07-18,175,68,Portugal,AS Monaco,French Ligue 1,1.0,63,78,4000,LB,Left,1,2,2,Medium/Medium,78.0,44.0,50.0,64.0,58.0,64.0,0,Midfielder,14,12334
12335,A. Pelmard,Andy Pelmard,19,2000-03-12,179,66,France,OGC Nice,French Ligue 1,1.0,63,78,3000,"CB, LB",Right,1,4,2,Medium/Medium,73.0,33.0,52.0,53.0,63.0,58.0,0,Defender,6,12335
12338,A. Phliponeau,Alexandre Phliponeau,19,2000-01-26,176,65,France,Olympique de Marseille,French Ligue 1,1.0,63,78,4000,"CDM, CM",Right,1,3,2,Medium/Medium,57.0,43.0,63.0,60.0,60.0,54.0,0,Forward,0,12338
12339,M. Bahlouli,Mohamed Rayane Bahlouli,19,2000-02-17,173,72,France,Sampdoria,Italian Serie A,1.0,63,78,5000,"LW, CAM",Right,1,2,2,High/Low,67.0,62.0,60.0,69.0,31.0,44.0,0,Midfielder,0,12339
12340,Otegui,Antonio Islam Otegui Khalifi,21,1998-03-07,171,63,Spain,CA Osasuna,Spain Primera Division,1.0,63,77,5000,"CM, CAM",Right,1,3,2,Medium/Medium,69.0,45.0,58.0,64.0,62.0,66.0,0,Midfielder,0,12340
12446,J. Brandon,Jamie Brandon,21,1998-02-05,176,70,Scotland,Heart of Midlothian,Scottish Premiership,1.0,63,74,2000,"RB, LB, RWB",Right,1,3,2,High/High,79.0,44.0,58.0,65.0,59.0,62.0,0,Midfielder,9,12446
12471,S. Wright,Scott Wright,21,1997-08-08,175,65,Scotland,Aberdeen,Scottish Premiership,1.0,63,73,2000,LM,Right,1,3,3,High/Low,85.0,53.0,55.0,68.0,28.0,47.0,0,Forward,3,12471
12473,H. Hallberg,Herman Hallberg,22,1997-05-22,180,71,Sweden,Kalmar FF,Swedish Allsvenskan,1.0,63,73,1000,CM,Right,1,2,2,Medium/Medium,68.0,55.0,60.0,64.0,47.0,75.0,0,Midfielder,18,12473
12533,T. Sibbick,Toby Peter Sibbick,20,1999-05-23,183,69,England,Barnsley,English League Championship,2.0,63,72,2000,"RB, RWB, CB",Right,1,3,2,Medium/Medium,75.0,29.0,49.0,56.0,59.0,64.0,0,Defender,2,12533
12593,M. Godinho,Marcus Godinho,22,1997-06-28,178,70,Canada,FSV Zwickau,German 3. Bundesliga,3.0,63,71,1000,"RB, RWB",Right,1,3,2,Medium/Medium,76.0,28.0,54.0,66.0,60.0,65.0,0,Defender,15,12593
12613,L. Polworth,Liam Polworth,24,1994-10-12,179,72,Scotland,Motherwell,Scottish Premiership,1.0,63,70,2000,"CM, CDM, RW",Right,1,3,2,High/High,70.0,53.0,59.0,66.0,56.0,56.0,1,Midfielder,26,12613
12619,A. McGowan,Aaron Joseph McGowan,22,1996-07-24,180,80,England,Hamilton Academical FC,Scottish Premiership,1.0,63,70,2000,"RWB, RB",Right,1,3,2,Medium/High,69.0,32.0,51.0,61.0,61.0,66.0,1,Midfielder,19,12619
12620,L. Grimshaw,Liam David Grimshaw,24,1995-02-02,180,83,England,Motherwell,Scottish Premiership,1.0,63,70,2000,"RB, RWB, CM",Right,1,2,2,Medium/High,62.0,43.0,58.0,58.0,62.0,75.0,0,Midfielder,23,12620
12655,R. Stewart,Ross Cameron Stewart,22,1996-07-11,193,81,Scotland,Ross County FC,Scottish Premiership,1.0,63,70,2000,"ST, LM",Right,1,3,2,High/Medium,71.0,61.0,50.0,55.0,26.0,64.0,7,Forward,19,12655
12721,L. Erwin,Lee Harry Erwin,25,1994-03-19,188,79,Scotland,Ross County FC,Scottish Premiership,1.0,63,68,2000,ST,Right,1,3,2,High/Medium,67.0,61.0,50.0,61.0,27.0,64.0,1,Forward,14,12721
12726,L. Hendrie,Luke Hendrie,24,1994-08-27,178,72,England,Grimsby Town,English League Two,4.0,63,68,2000,"RWB, RB, LB",Right,1,3,2,Medium/High,71.0,35.0,55.0,59.0,60.0,66.0,0,Defender,1,12726
12760,N. Antonov,Nemanja Antonov,24,1995-05-06,182,75,Serbia,Royal Excel Mouscron,Belgian Jupiler Pro League,1.0,63,68,3000,"LB, LM, LWB",Left,1,3,2,Medium/Medium,76.0,45.0,52.0,62.0,60.0,69.0,0,Defender,12,12760
12782,M. Miller,Mickel Miller,23,1995-12-02,178,70,England,Hamilton Academical FC,Scottish Premiership,1.0,63,68,2000,"ST, RW, LW",Right,1,3,2,Medium/Medium,73.0,62.0,44.0,62.0,20.0,58.0,3,Forward,19,12782
12804,G. Leigh,Gregory Leigh,24,1994-09-30,181,73,England,Aberdeen,Scottish Premiership,1.0,63,67,2000,"LB, LWB",Left,1,2,2,High/Medium,78.0,46.0,52.0,61.0,62.0,66.0,1,Defender,18,12804
12809,S. Tanser,Scott Tanser,24,1994-10-23,182,65,England,St. Johnstone FC,Scottish Premiership,1.0,63,67,2000,LB,Left,1,2,2,High/Medium,73.0,47.0,60.0,63.0,59.0,60.0,0,Defender,20,12809
12837,D. Mullen,Danny Mullen,24,1995-03-01,177,63,Scotland,St. Mirren,Scottish Premiership,1.0,63,67,2000,"ST, LM",Right,1,4,3,High/High,80.0,63.0,50.0,61.0,41.0,74.0,2,Forward,17,12837
12889,R. Lamie,Ricki Lamie,26,1993-06-20,188,85,Scotland,Livingston FC,Scottish Premiership,1.0,63,66,2000,"LWB, CB",Left,1,3,2,Medium/Medium,63.0,29.0,49.0,60.0,63.0,75.0,1,Defender,22,12889
12904,A. Caceres,Anthony Caceres,26,1992-09-29,173,67,Australia,Sydney FC,Australian Hyundai A-League,1.0,63,65,3000,"CM, CAM, RM",Right,1,4,3,Medium/Medium,70.0,59.0,61.0,63.0,58.0,66.0,1,Defender,18,12904
12936,K. Watson,Keith Watson,29,1989-11-14,184,78,Scotland,Ross County FC,Scottish Premiership,1.0,63,64,2000,"CB, RB",Right,1,2,2,Medium/High,59.0,48.0,56.0,56.0,62.0,67.0,0,Defender,17,12936
12937,C. Morris,Callum Morris,29,1990-02-03,191,83,Northern Ireland,Ross County FC,Scottish Premiership,1.0,63,64,2000,CB,Right,1,2,2,Medium/High,75.0,30.0,40.0,48.0,60.0,72.0,0,Defender,14,12937
12939,A. White,Aidan White,27,1991-10-10,175,61,Republic of Ireland,Heart of Midlothian,Scottish Premiership,1.0,63,64,2000,"LB, LM",Left,1,2,2,High/Medium,79.0,55.0,58.0,61.0,61.0,59.0,0,Defender,14,12939
12942,S. Robinson,Scott Robinson,27,1992-03-12,168,68,Scotland,Livingston FC,Scottish Premiership,1.0,63,64,2000,"CF, CAM, CM",Right,1,3,2,High/High,74.0,56.0,61.0,65.0,50.0,68.0,1,Midfielder,19,12942
13002,L. Fontaine,Liam Fontaine,33,1986-01-07,188,83,England,Ross County FC,Scottish Premiership,1.0,63,63,2000,CB,Left,1,2,2,Medium/Medium,60.0,29.0,50.0,54.0,61.0,70.0,0,Defender,19,13002
13014,S. Foley,Sam Foley,32,1986-10-17,183,74,Republic of Ireland,St. Mirren,Scottish Premiership,1.0,63,63,2000,"CM, LM",Right,1,3,2,High/High,69.0,57.0,63.0,63.0,60.0,65.0,1,Midfielder,23,13014
13048,T. Beltran,Anthony Beltran,31,1987-10-11,173,68,United States,Real Salt Lake,USA Major League Soccer,1.0,63,63,2000,RB,Right,1,3,2,Medium/Medium,69.0,52.0,58.0,63.0,62.0,60.0,0,Midfielder,18,13048
13050,D. Ragatzu,Daniele Ragatzu,27,1991-09-21,172,73,Italy,Cagliari,Italian Serie A,1.0,63,63,7000,"ST, LW, RW",Right,1,3,3,High/Low,77.0,60.0,53.0,68.0,31.0,47.0,1,Forward,4,13050
13053,C. Patterson-Sewell,Caleb Patterson-Sewell,32,1987-05-20,191,87,United States,Toronto FC,USA Major League Soccer,1.0,63,63,2000,GK,Right,1,2,1,Medium/Medium,0.0,0.0,0.0,0.0,0.0,0.0,0,Defender,0,13053
13057,I. Vigurs,Iain Angus Vigurs,31,1988-05-07,173,72,Scotland,Ross County FC,Scottish Premiership,1.0,63,63,2000,"CM, LM",Left,1,3,2,High/Medium,66.0,57.0,63.0,64.0,51.0,68.0,2,Forward,13,13057
13181,B. Alston,Blair Alston,27,1992-03-23,183,78,Scotland,Hamilton Academical FC,Scottish Premiership,1.0,63,63,2000,"RM, CM, CAM",Right,1,3,3,High/Medium,64.0,57.0,62.0,64.0,38.0,63.0,1,Midfielder,16,13181
13217,B. Gilmour,Billy Gilmour,18,2001-06-11,170,67,Scotland,Chelsea,English Premier League,1.0,62,84,6000,"CM, CAM",Right,1,3,3,Medium/Medium,59.0,50.0,65.0,65.0,45.0,42.0,0,Midfielder,2,13217
13219,A. Zagre,Arthur Zagre,17,2001-10-04,168,60,France,Paris Saint-Germain,French Ligue 1,1.0,62,83,500,LB,Left,1,4,3,High/Medium,81.0,39.0,56.0,74.0,55.0,45.0,0,Defender,1,13219
13225,A. Lottin,Albert-Nicolas Lottin,17,2001-08-29,181,72,France,FC Girondins de Bordeaux,French Ligue 1,1.0,62,82,1000,CM,Right,1,3,2,Medium/Medium,70.0,46.0,59.0,62.0,60.0,60.0,0,Midfielder,1,13225
13237,D. Churlinov,Darko Churlinov,18,2000-07-11,180,71,North Macedonia,1. FC Köln,German 1. Bundesliga,1.0,62,81,2000,"LM, LW",Right,1,3,3,Medium/Medium,67.0,59.0,57.0,68.0,31.0,44.0,0,Midfielder,1,13237
13239,A. McDonald,Anthony McDonald,18,2001-03-17,175,67,Scotland,Heart of Midlothian,Scottish Premiership,1.0,62,80,1000,"RM, CAM, LM",Left,1,3,3,High/Medium,75.0,46.0,59.0,66.0,21.0,43.0,0,Midfielder,1,13239
13242,A. Ndiaye,Amadou Dia N'Diaye,19,2000-01-02,186,70,Senegal,FC Metz,French Ligue 1,1.0,62,80,3000,"ST, LW, RW",Right,1,2,3,High/Low,74.0,61.0,40.0,62.0,20.0,52.0,0,Forward,0,13242
13250,B. Benkhedim,Bilal Benkhedim,18,2001-04-20,172,68,France,AS Saint-Étienne,French Ligue 1,1.0,62,80,2000,"CAM, RM",Right,1,3,3,Medium/Medium,72.0,55.0,59.0,66.0,41.0,46.0,0,Midfielder,1,13250
13255,J. Kade,Julius Kade,20,1999-05-20,181,67,Germany,1. FC Union Berlin,German 1. Bundesliga,1.0,62,79,5000,"CAM, LB",Left,1,2,3,Medium/Medium,67.0,52.0,59.0,67.0,61.0,36.0,0,Midfielder,0,13255
13258,L. Ranieri,Luca Ranieri,20,1999-04-23,185,74,Italy,Fiorentina,Italian Serie A,1.0,62,79,6000,"CB, LB",Left,1,3,2,Medium/Medium,58.0,34.0,40.0,61.0,65.0,52.0,0,Defender,3,13258
13260,A. Adouyev,Amir Adouyev,20,1999-05-11,181,66,Russia,Montpellier HSC,French Ligue 1,1.0,62,79,4000,CAM,Right,1,4,3,Medium/Medium,74.0,54.0,59.0,71.0,47.0,54.0,0,Midfielder,0,13260
13261,L. Barreiro Martins,Leandro Barreiro Martins,19,2000-01-03,174,65,Luxembourg,1. FSV Mainz 05,German 1. Bundesliga,1.0,62,79,3000,"CM, CDM",Right,1,3,3,Medium/Medium,73.0,51.0,58.0,73.0,54.0,48.0,0,Midfielder,7,13261
13263,J. Chotard,Joris Chotard,17,2001-09-24,179,70,France,Montpellier HSC,French Ligue 1,1.0,62,79,1000,CM,Right,1,3,2,Medium/Medium,68.0,45.0,62.0,66.0,52.0,56.0,0,Midfielder,14,13263
13268,L. Millar,Liam Alan Millar,19,1999-09-27,178,72,Canada,Kilmarnock,Scottish Premiership,1.0,62,78,2000,"ST, LW",Right,1,3,3,High/Medium,75.0,59.0,51.0,66.0,22.0,54.0,1,Forward,20,13268
13276,B. Anderson,Bruce Anderson,20,1998-09-23,177,77,Scotland,Aberdeen,Scottish Premiership,1.0,62,78,2000,ST,Right,1,3,2,High/Medium,73.0,62.0,45.0,63.0,18.0,45.0,1,Forward,9,13276
13296,A. Buongiorno,Alessandro Buongiorno,20,1999-06-06,191,80,Italy,Torino,Italian Serie A,1.0,62,77,5000,"LB, CB",Left,1,3,2,Medium/Medium,61.0,43.0,52.0,54.0,62.0,66.0,0,Defender,0,13296
13298,Pol Lozano,Pol Lozano Vizuete,19,1999-10-06,176,68,Spain,RCD Espanyol,Spain Primera Division,1.0,62,77,3000,CM,Right,1,3,2,Medium/Low,60.0,45.0,61.0,64.0,52.0,52.0,0,Midfielder,1,13298
13308,H. Mbock,Hiang'a Mananga Mbock,19,1999-12-28,186,82,France,Stade Brestois 29,French Ligue 1,1.0,62,77,2000,CM,Right,1,3,3,Medium/Medium,65.0,58.0,61.0,66.0,49.0,48.0,1,Midfielder,1,13308
13311,B. Ashley-Seal,Bernard Patrick Ashley-Seal,20,1998-11-21,187,80,England,Wolverhampton Wanderers,English Premier League,1.0,62,76,10000,ST,Right,1,3,3,High/Medium,76.0,58.0,43.0,59.0,24.0,60.0,0,Forward,0,13311
13315,M. Zemzemi,Moataz Zemzemi,19,1999-08-07,183,73,Tunisia,RC Strasbourg Alsace,French Ligue 1,1.0,62,76,3000,"LM, RM",Left,1,2,3,Medium/Low,75.0,48.0,57.0,70.0,35.0,47.0,0,Midfielder,1,13315
13396,F. Sierralta,Francisco Andrés Sierralta Carvallo,22,1997-05-06,190,83,Chile,Udinese,Italian Serie A,1.0,62,73,3000,"RB, CB",Right,1,3,2,Medium/High,54.0,30.0,46.0,51.0,66.0,71.0,0,Defender,0,13396
13397,G. Edmundson,Samuel George Alan Edmundson,21,1997-08-15,190,79,England,Rangers FC,Scottish Premiership,1.0,62,73,6000,CB,Right,1,3,2,Medium/Medium,55.0,26.0,37.0,40.0,63.0,70.0,1,Midfielder,5,13397
13404,M. Mangraviti,Massimiliano Mangraviti,21,1998-01-24,188,79,Italy,Brescia,Italian Serie A,1.0,62,73,2000,"CB, CDM",Right,1,3,2,Medium/Medium,72.0,50.0,55.0,57.0,61.0,61.0,0,Defender,7,13404
13439,J. Carls,Jonas Carls,22,1997-03-25,179,70,Germany,FC Schalke 04,German 1. Bundesliga,1.0,62,73,5000,"LB, LWB",Left,1,3,2,Medium/Medium,61.0,43.0,57.0,61.0,59.0,57.0,0,Defender,0,13439
13464,P. Klimala,Patryk Klimala,20,1998-08-05,183,76,Poland,Jagiellonia Białystok,Polish T-Mobile Ekstraklasa,1.0,62,72,2000,ST,Right,1,3,2,Medium/Medium,81.0,58.0,42.0,61.0,28.0,55.0,0,Forward,2,13464
13478,A. Semprini,Alessandro Semprini,21,1998-02-24,182,70,Italy,Brescia,Italian Serie A,1.0,62,72,2000,"RB, CB, RM",Right,1,3,2,Medium/Medium,73.0,44.0,56.0,59.0,61.0,57.0,0,Defender,1,13478
13527,R. Meshino,食野 亮太郎,21,1998-06-18,171,68,Japan,Gamba Osaka,Japanese J. League Division 1,1.0,62,71,2000,"ST, LW",Right,1,3,2,Medium/Medium,59.0,63.0,53.0,68.0,21.0,55.0,3,Midfielder,17,13527
13548,M. Vihmann,Madis Vihmann,23,1995-10-05,195,90,Estonia,St. Johnstone FC,Scottish Premiership,1.0,62,71,2000,CB,Right,1,2,2,Medium/Medium,54.0,28.0,45.0,43.0,60.0,70.0,0,Defender,4,13548
13579,L. Spence,Lewis Spence,23,1996-01-28,179,75,Scotland,Ross County FC,Scottish Premiership,1.0,62,70,2000,"CM, CDM",Right,1,3,2,Medium/High,66.0,46.0,58.0,63.0,54.0,57.0,0,Midfielder,14,13579
13653,J. Morias,Junior Augustus Morias,23,1995-07-04,173,88,Jamaica,Northampton Town,English League Two,4.0,62,68,4000,ST,Right,1,3,3,High/High,74.0,61.0,43.0,63.0,28.0,76.0,2,Forward,23,13653
13663,G. Oakley,George Oakley,23,1995-11-18,187,86,England,Hamilton Academical FC,Scottish Premiership,1.0,62,68,2000,ST,Right,1,2,2,Medium/Medium,60.0,60.0,41.0,55.0,25.0,69.0,4,Forward,21,13663
13713,S. Kelly,Sean Kelly,25,1993-11-01,191,76,Scotland,Ross County FC,Scottish Premiership,1.0,62,67,2000,"LB, LM",Left,1,3,2,High/Medium,69.0,38.0,55.0,57.0,59.0,63.0,0,Midfielder,18,13713
13748,A. Bamba,Abdoul-Kader Bamba,25,1994-05-25,176,68,France,FC Nantes,French Ligue 1,1.0,62,67,5000,CAM,Right,1,3,3,Medium/Medium,62.0,57.0,66.0,63.0,46.0,46.0,0,Midfielder,18,13748
13856,L. Hodson,Lee Hodson,27,1991-10-02,174,71,Northern Ireland,Gillingham,English League One,3.0,62,63,2000,"RB, LB, CM",Right,1,4,2,Medium/Medium,67.0,44.0,54.0,60.0,57.0,62.0,0,Defender,3,13856
13865,J. Guthrie,Jon Guthrie,26,1992-07-29,192,82,England,Livingston FC,Scottish Premiership,1.0,62,63,2000,CB,Left,1,3,2,Medium/Medium,62.0,28.0,50.0,50.0,60.0,74.0,5,Defender,25,13865
13901,D. Cowie,Don Cowie,36,1983-02-15,178,73,Scotland,Ross County FC,Scottish Premiership,1.0,62,62,2000,"RM, CM",Right,1,2,2,Medium/Medium,57.0,58.0,63.0,60.0,50.0,67.0,0,Midfielder,6,13901
13917,G. MacKenzie,Gary MacKenzie,33,1985-10-15,191,83,Scotland,St. Mirren,Scottish Premiership,1.0,62,62,2000,CB,Right,1,2,2,Low/Medium,33.0,29.0,39.0,36.0,60.0,73.0,0,Defender,9,13917
13919,C. Donaldson,Clayton Donaldson,35,1984-02-07,185,80,Jamaica,Bradford City,English League Two,4.0,62,62,4000,ST,Right,1,3,2,Medium/Medium,59.0,58.0,47.0,59.0,28.0,75.0,0,Defender,7,13919
13929,B. Graham,Brian Graham,31,1987-11-23,188,74,Scotland,Ross County FC,Scottish Premiership,1.0,62,62,2000,ST,Right,1,3,2,Medium/Medium,57.0,60.0,45.0,62.0,31.0,69.0,4,Forward,18,13929
13949,M. Bartley,Marvin Bartley,32,1986-07-04,180,79,England,Livingston FC,Scottish Premiership,1.0,62,62,2000,CM,Right,1,3,2,Medium/Medium,56.0,46.0,57.0,61.0,64.0,81.0,1,Midfielder,26,13949
13974,R. Draper,Ross James Draper,30,1988-10-20,196,87,England,Ross County FC,Scottish Premiership,1.0,62,62,2000,"CM, CDM, CB",Right,1,3,2,Medium/High,55.0,55.0,56.0,55.0,60.0,82.0,0,Midfielder,10,13974
14099,C. Jones,Curtis Jones,18,2001-01-30,182,68,England,Liverpool,English Premier League,1.0,61,82,5000,"CM, CAM, LM",Right,1,3,3,High/Medium,61.0,56.0,60.0,66.0,48.0,53.0,0,Midfielder,2,14099
14101,D. Redan,Daishawn Redan,18,2001-02-02,177,68,Netherlands,Hertha BSC,German 1. Bundesliga,1.0,61,82,2000,ST,Right,1,4,3,Medium/Medium,74.0,60.0,48.0,58.0,22.0,55.0,0,Forward,1,14101
14105,A. Gallo,Antonino Gallo,19,2000-01-05,183,73,Italy,Lecce,Italian Serie A,1.0,61,81,2000,"LB, LM, CM",Left,1,3,2,High/Medium,79.0,50.0,61.0,61.0,56.0,54.0,0,Defender,0,14105
14106,G. Gaetano,Gianluca Gaetano,19,2000-05-05,175,70,Italy,Napoli,Italian Serie A,1.0,61,81,5000,"CAM, ST",Right,1,4,3,Medium/Medium,61.0,60.0,60.0,65.0,33.0,43.0,0,Midfielder,0,14106
14122,K. Bennetts,Keanan Bennetts,20,1999-03-09,183,73,England,Borussia Mönchengladbach,German 1. Bundesliga,1.0,61,78,4000,"LM, RM, LB",Left,1,4,2,High/Medium,75.0,57.0,56.0,67.0,40.0,55.0,0,Midfielder,0,14122
14127,M. Malone,Maurice Malone,18,2000-08-17,184,80,Germany,FC Augsburg,German 1. Bundesliga,1.0,61,78,2000,"ST, LW",Right,1,3,2,Medium/Medium,56.0,60.0,47.0,58.0,23.0,56.0,0,Forward,0,14127
14128,S. Sanna,Sam Sanna,20,1999-03-08,172,65,France,Toulouse Football Club,French Ligue 1,1.0,61,78,4000,CM,Right,1,3,2,Medium/Medium,64.0,52.0,61.0,64.0,45.0,48.0,0,Midfielder,0,14128
14129,W. Singo,Wilfried Stephane Singo,18,2000-12-25,194,75,Ivory Coast,Torino,Italian Serie A,1.0,61,78,2000,CB,Right,1,2,2,Low/High,61.0,31.0,40.0,42.0,63.0,59.0,0,Defender,0,14129
14133,E. Youan,Thody Élie Youan,20,1999-04-07,181,70,France,FC Nantes,French Ligue 1,1.0,61,77,4000,ST,Right,1,3,3,Medium/Medium,66.0,63.0,46.0,60.0,23.0,48.0,0,Forward,5,14133
14138,A. Irving,Andrew Irving,19,2000-05-13,180,66,Scotland,Heart of Midlothian,Scottish Premiership,1.0,61,77,1000,"CM, CDM, CAM",Left,1,3,3,Medium/Medium,57.0,52.0,66.0,60.0,56.0,57.0,0,Midfielder,17,14138
14146,P. Ndiaga Yade,Pape Ndiaga Yade,19,2000-01-05,185,76,Senegal,FC Metz,French Ligue 1,1.0,61,77,3000,"LW, RW",Left,1,3,3,Medium/Medium,83.0,59.0,51.0,63.0,28.0,60.0,0,Midfielder,1,14146
14162,B. Goller,Benjamin Goller,20,1999-01-01,180,65,Germany,SV Werder Bremen,German 1. Bundesliga,1.0,61,76,4000,"RW, RM, RWB",Right,1,3,3,High/Medium,72.0,63.0,55.0,64.0,41.0,39.0,0,Midfielder,10,14162
14171,Carreira,Sergio Carreira Vilariño,18,2000-10-13,170,68,Spain,RC Celta,Spain Primera Division,1.0,61,76,1000,RB,Right,1,5,3,Medium/Medium,63.0,26.0,46.0,54.0,60.0,49.0,0,Defender,0,14171
14172,S. Appelkamp,アペルカンプ 真大 カール,18,2000-11-01,175,61,Japan,Fortuna Düsseldorf,German 1. Bundesliga,1.0,61,76,2000,CAM,Right,1,3,3,Medium/Medium,66.0,45.0,60.0,68.0,35.0,39.0,0,Midfielder,0,14172
14186,J. Meier,Jonathan Meier,19,1999-11-11,181,75,Germany,1. FSV Mainz 05,German 1. Bundesliga,1.0,61,75,3000,LB,Left,1,3,2,Medium/Medium,63.0,43.0,47.0,55.0,61.0,63.0,0,Defender,0,14186
14196,T. Grivosti,Tom Grivosti,20,1999-06-06,182,72,England,Ross County FC,Scottish Premiership,1.0,61,75,1000,"CB, LB",Right,1,3,2,Low/High,63.0,28.0,41.0,41.0,59.0,68.0,0,Defender,6,14196
14210,N. Holland,Nathan Holland,21,1998-06-19,178,70,England,West Ham United,English Premier League,1.0,61,74,9000,"LM, RM",Right,1,4,3,High/Medium,78.0,51.0,54.0,66.0,26.0,45.0,0,Midfielder,2,14210
14229,A. Lebeau,Adrien Lebeau,19,1999-07-08,175,69,France,RC Strasbourg Alsace,French Ligue 1,1.0,61,74,3000,"CAM, LM",Left,1,3,3,Medium/Medium,73.0,53.0,62.0,62.0,47.0,49.0,0,Midfielder,1,14229
14232,D. Armstrong,Daniel Armstrong,21,1997-07-11,175,64,Scotland,Ross County FC,Scottish Premiership,1.0,61,73,2000,"LM, RM",Left,1,3,3,Medium/Low,80.0,54.0,52.0,66.0,28.0,48.0,0,Forward,0,14232
14260,S. Straudi,Simon Straudi,20,1999-01-27,176,69,Italy,SV Werder Bremen,German 1. Bundesliga,1.0,61,73,4000,"RM, CM, RB",Right,1,3,3,Medium/Low,72.0,51.0,55.0,64.0,50.0,51.0,0,Midfielder,0,14260
14291,I. Aaneba,Ismaël Aaneba,20,1999-05-29,179,78,France,RC Strasbourg Alsace,French Ligue 1,1.0,61,72,4000,"RB, CB",Right,1,2,2,Low/High,66.0,29.0,51.0,56.0,62.0,64.0,0,Defender,0,14291
14295,A. Herzog,Aaron Philipp Herzog,21,1998-01-30,178,70,Germany,Borussia Mönchengladbach,German 1. Bundesliga,1.0,61,72,3000,CDM,Right,1,3,2,Medium/Medium,67.0,43.0,56.0,61.0,58.0,54.0,0,Midfielder,0,14295
14327,H. Magnetti,Hugo Magnetti,21,1998-05-30,180,75,France,Stade Brestois 29,French Ligue 1,1.0,61,71,3000,CM,Left,1,3,3,Medium/Medium,58.0,46.0,59.0,65.0,54.0,63.0,0,Midfielder,2,14327
14395,D. Thomas,Dominic Thomas,23,1996-02-14,173,65,Scotland,Kilmarnock,Scottish Premiership,1.0,61,69,2000,"RM, LM",Left,1,3,3,High/Low,69.0,51.0,61.0,62.0,51.0,57.0,1,Midfielder,20,14395
14398,J. McGrath,Jamie McGrath,22,1996-09-30,175,70,Republic of Ireland,Dundalk,Rep. Ireland Airtricity League,1.0,61,69,1000,"CAM, RM",Right,1,3,3,Medium/Medium,76.0,55.0,58.0,64.0,44.0,63.0,0,Midfielder,3,14398
14400,S. McMann,Scott McMann,22,1996-07-09,180,70,Scotland,Hamilton Academical FC,Scottish Premiership,1.0,61,69,2000,"LWB, LB, CB",Right,1,3,2,Medium/Medium,56.0,33.0,45.0,61.0,59.0,66.0,0,Defender,25,14400
14425,C. Pepe,Cécé Franck Pepe,22,1996-11-09,186,92,France,Livingston FC,Scottish Premiership,1.0,61,69,2000,CB,Right,1,3,2,Medium/Medium,69.0,29.0,42.0,39.0,56.0,78.0,0,Defender,2,14425
14517,J. Chalmers,Joseph Chalmers,25,1994-01-03,186,72,Scotland,Ross County FC,Scottish Premiership,1.0,61,66,2000,LB,Right,1,2,2,Medium/Medium,70.0,32.0,55.0,53.0,59.0,68.0,3,Defender,14,14517
