,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club_name,league_name,league_rank,overall,potential,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,pace,shooting,passing,dribbling,defending,physic
17288,D. Sasaki,佐々木 大樹,20,1999-09-17,180,77,Japan,Vissel Kobe,Japanese J. League Division 1,1.0,56,67,1000,"CAM, CF, CM",Right,1,3,2,Medium/Medium,62.0,50.0,53.0,59.0,42.0,65.0
17289,N. Morahan,Niall Morahan,20,2000-05-30,178,66,Republic of Ireland,Sligo Rovers,Rep. Ireland Airtricity League,1.0,56,67,500,"CM, RB",Right,1,3,2,Medium/Medium,64.0,51.0,55.0,58.0,53.0,51.0
17290,A. Ben Lamin,Adam Ben Lamin,19,2001-06-02,184,70,Tunisia,AIK,Swedish Allsvenskan,1.0,56,67,700,CB,Right,1,2,2,Medium/Medium,63.0,26.0,45.0,44.0,57.0,51.0
17291,Tian Xin,田鑫,22,1998-03-29,178,69,China PR,Shandong Luneng TaiShan FC,Chinese Super League,1.0,56,67,3000,"RM, ST",Right,1,3,3,Medium/Medium,71.0,42.0,50.0,56.0,33.0,50.0
17292,Cho Gue Sung,Gue Sung Cho,22,1998-01-25,188,77,Korea Republic,Jeonbuk Hyundai Motors,Korean K League Classic,1.0,56,67,2000,ST,Right,1,3,2,High/Medium,75.0,54.0,35.0,51.0,23.0,66.0
17293,T. Savin,Toby Savin,19,2001-05-04,191,71,England,Accrington Stanley,English League One,3.0,56,67,500,GK,Right,1,3,1,Medium/Medium,,,,,,
17294,Y. Kayan,Yalçın Kayan,21,1999-01-30,180,74,Turkey,Göztepe SK,Turkish Süper Lig,1.0,56,67,3000,CM,Left,1,2,2,Medium/Medium,62.0,53.0,56.0,61.0,43.0,40.0
17295,K. Yengi,Kusini Yengi,21,1999-01-15,176,70,Australia,Adelaide United,Australian Hyundai A-League,1.0,56,67,750,"RW, ST",Right,1,4,2,High/Low,80.0,50.0,46.0,59.0,22.0,46.0
17296,F. Sasere,Franklin Olanitori Sasere,22,1998-06-27,185,88,Nigeria,FC Lugano,Swiss Super League,1.0,56,67,1000,ST,Right,1,3,2,Medium/Medium,73.0,59.0,37.0,50.0,18.0,64.0
17297,M. Márquez,Mauricio Isaac Márquez Centeno,19,2001-03-20,178,68,Venezuela,Zamora FC,Venezuelan Primera División,1.0,56,67,500,ST,Right,1,3,3,Medium/Medium,57.0,55.0,43.0,57.0,24.0,50.0
17298,S. Chader,Sofyan Chader,20,2000-05-12,178,70,France,Clermont Foot 63,French Ligue 2,2.0,56,67,950,CAM,Right,1,2,2,Medium/Medium,71.0,45.0,52.0,63.0,21.0,40.0
17299,J. Etchebarne,Juan Gabriel Etchebarne Maidana,18,2002-04-19,166,65,Uruguay,Club Plaza Colonia,Uruguayan Primera División,1.0,56,67,500,RM,Right,1,3,2,Medium/Medium,64.0,46.0,54.0,54.0,36.0,44.0
17300,S. Mørk,Sander Risan Mørk,19,2000-12-06,185,78,Norway,Sandefjord Fotball,Norwegian Eliteserien,1.0,56,67,500,"CM, CDM",Right,1,2,2,Medium/Medium,64.0,47.0,57.0,58.0,41.0,56.0
17301,E. Pérez,Estiven Osmar Pérez Yegros,19,2000-08-05,190,77,Paraguay,Club Guaraní,Paraguayan Primera División,1.0,56,67,500,ST,Right,1,2,2,High/Low,52.0,60.0,37.0,47.0,20.0,56.0
17302,J. Quiñónez,Joshué Jampier Quiñónez Rodriguez,19,2001-05-29,180,68,Ecuador,Barcelona Sporting Club,Ecuadorian Serie A,1.0,56,67,500,CB,Right,1,3,2,Medium/Medium,60.0,50.0,50.0,58.0,56.0,54.0
17303,J. Rojas,Jeyson Alejandro Rojas Orellana,18,2002-01-23,185,73,Chile,Colo-Colo,Chilian Campeonato Nacional,1.0,56,67,500,CB,Right,1,4,2,Medium/High,57.0,30.0,36.0,37.0,55.0,60.0
17304,L. Camelo,Lucas Camelo,21,1999-02-07,191,80,France,FC Chambly Oise,French Ligue 2,2.0,56,67,650,CB,Left,1,2,2,Medium/Medium,68.0,31.0,47.0,49.0,58.0,48.0
17305,R. Bulic,Rasim Bulić,19,2000-12-10,192,84,Germany,1. FC Saarbrücken,German 3. Bundesliga,3.0,56,67,550,CDM,Right,1,3,2,Medium/Medium,56.0,35.0,48.0,52.0,56.0,61.0
17306,O. Blomberg,Ole Didrik Blomberg,20,2000-06-12,177,71,Norway,SK Brann,Norwegian Eliteserien,1.0,56,67,650,RB,Right,1,3,2,Medium/Medium,71.0,29.0,43.0,51.0,51.0,53.0
17307,T. Heward-Belle,Thomas Heward-Belle,23,1997-03-11,192,80,Australia,Sydney FC,Australian Hyundai A-League,1.0,56,66,1000,GK,Right,1,2,1,Medium/Medium,,,,,,
17308,J. Hallam,Jordan Hallam,21,1998-10-06,173,63,England,Scunthorpe United,English League Two,4.0,56,66,2000,"CAM, RM",Right,1,3,3,Medium/Medium,72.0,57.0,48.0,60.0,26.0,45.0
17309,W. Fitzgerald,William Fitzgerald,21,1999-05-19,187,73,Republic of Ireland,Waterford FC,Rep. Ireland Airtricity League,1.0,56,66,500,LM,Right,1,2,3,High/Medium,71.0,46.0,51.0,56.0,34.0,49.0
17310,W. Scott,Walter Scott,20,1999-10-02,176,74,Australia,Wellington Phoenix,Australian Hyundai A-League,1.0,56,66,600,"LB, RB",Right,1,3,2,High/Medium,74.0,24.0,45.0,52.0,52.0,66.0
17311,R. Solan,Ramzi Solan,22,1998-04-18,169,65,Saudi Arabia,Al Faisaly,Saudi Abdul L. Jameel League,1.0,56,66,2000,"RM, ST",Right,1,2,2,Medium/Medium,80.0,53.0,45.0,62.0,18.0,46.0
17312,M. Westergaard,Magnus Hee Westergaard,22,1998-05-27,187,75,Denmark,Lyngby BK,Danish Superliga,1.0,56,66,2000,CM,Right,1,3,2,Medium/Medium,66.0,43.0,51.0,59.0,53.0,63.0
17313,K. Stanek,Karol Stanek,20,1999-10-03,185,81,Poland,Piast Gliwice,Polish T-Mobile Ekstraklasa,1.0,56,66,1000,ST,Right,1,2,2,Medium/Medium,56.0,56.0,44.0,52.0,21.0,53.0
17314,B. Smith-Hylton,Bertie Smith-Hylton,22,1997-08-19,184,74,Australia,Central Coast Mariners,Australian Hyundai A-League,1.0,56,66,500,"CB, RB",Right,1,3,2,Medium/Medium,55.0,46.0,49.0,47.0,56.0,56.0
17315,T. McCabe,Tommy McCabe,22,1998-04-04,178,77,United States,FC Cincinnati,USA Major League Soccer,1.0,56,66,1000,CDM,Right,1,3,2,Medium/Medium,66.0,43.0,55.0,57.0,50.0,58.0
17316,D. Quintero,Luis David Quintero Zúñiga,22,1998-01-29,190,86,Colombia,América de Cali,Colombian Liga Postobón,1.0,56,66,500,GK,Right,1,3,1,Medium/Medium,,,,,,
17317,I. Karamoko,Ibrahim Karamoko,19,2001-06-23,187,79,France,Chievo Verona,Italian Serie B,2.0,56,66,500,CM,Right,1,2,2,Medium/Medium,53.0,47.0,55.0,56.0,53.0,62.0
17318,J. Mellish,Jon Mellish,22,1997-09-19,188,73,England,Carlisle United,English League Two,4.0,56,66,2000,"CB, CM",Left,1,3,2,Medium/Medium,57.0,34.0,48.0,53.0,54.0,67.0
17319,S. Wilson,Scott Wilson,20,2000-01-10,185,76,England,Barrow,English League Two,4.0,56,66,1000,"CB, LB",Left,1,2,2,Medium/Medium,64.0,33.0,40.0,44.0,55.0,63.0
17320,A. Ateş,Ali Ateş,21,1999-01-10,177,74,Turkey,Gazişehir Gaziantep F.K.,Turkish Süper Lig,1.0,56,66,2000,RM,Right,1,2,2,Medium/Low,62.0,47.0,54.0,58.0,40.0,57.0
17321,L. Bredol,Leonard Bredol,19,2000-08-01,180,72,Germany,SV Meppen,German 3. Bundesliga,3.0,56,66,500,LB,Right,1,2,2,Medium/Medium,65.0,38.0,55.0,57.0,55.0,55.0
17322,S. Abdul Samed,Salis Abdul Samed,20,2000-03-26,180,61,Ghana,Clermont Foot 63,French Ligue 2,2.0,56,66,800,CDM,Right,1,2,2,Medium/High,60.0,44.0,49.0,57.0,54.0,58.0
17323,R. Jalving,Robin Jalving,20,2000-04-11,193,75,Netherlands,FC Emmen,Holland Eredivisie,1.0,56,66,650,GK,Right,1,2,1,Medium/Medium,,,,,,
17324,N. Sullivan,Nicolas Sullivan,22,1998-02-25,188,77,Australia,Western Sydney Wanderers,Australian Hyundai A-League,1.0,56,66,2000,"CM, CDM",Right,1,2,2,Medium/Medium,55.0,44.0,56.0,53.0,55.0,57.0
17325,H. Perritt,Harrison Perritt,19,2001-02-16,185,70,England,Accrington Stanley,English League One,3.0,56,66,500,RB,Right,1,2,2,Medium/Medium,63.0,30.0,44.0,51.0,52.0,63.0
17326,J. Domínguez,Javier Domínguez,20,2000-05-26,178,76,Paraguay,Sportivo Luqueño,Paraguayan Primera División,1.0,56,66,500,CM,Right,1,3,2,Medium/Medium,62.0,52.0,54.0,57.0,47.0,50.0
17327,Seol Young Woo,Young Woo Seol,21,1998-12-05,180,72,Korea Republic,Ulsan Hyundai FC,Korean K League Classic,1.0,56,66,1000,RB,Right,1,3,2,Medium/Medium,63.0,38.0,48.0,56.0,49.0,58.0
17328,I. Vázquez,Ivo Saúl Vázquez Serrano,19,2000-10-16,174,69,Mexico,Puebla FC,Mexican Liga MX,1.0,56,66,700,LB,Left,1,2,2,Medium/Medium,66.0,41.0,44.0,63.0,52.0,54.0
17329,J. Mamani,Josué Limberth Mamani Tumiri,19,2000-08-20,170,65,Bolivia,Always Ready,Liga de Fútbol Profesional Boliviano,1.0,56,66,500,CDM,Right,1,3,2,Medium/Medium,66.0,36.0,50.0,51.0,56.0,46.0
17330,K. Chodyna,Kacper Chodyna,21,1999-05-24,176,68,Poland,Zagłębie Lubin,Polish T-Mobile Ekstraklasa,1.0,56,66,1000,"RM, RB",Right,1,2,2,Medium/Medium,72.0,45.0,48.0,57.0,47.0,58.0
17331,P. Ibáñez,Pedro Guillermo Ibáñez Gálvez,19,2001-01-16,174,67,Peru,Melgar FBC,Peruvian Primera División,1.0,56,66,500,CB,Right,1,2,2,Medium/Medium,60.0,34.0,41.0,42.0,55.0,58.0
17332,J. Espinoza,Joseph Alejandro Espinoza Montenegro,19,2000-07-02,169,63,Ecuador,LDU Quito,Ecuadorian Serie A,1.0,56,66,500,CDM,Right,1,3,2,Medium/High,57.0,34.0,49.0,52.0,57.0,56.0
17333,D. Aquino,Derlis Sebastián Aquino Espínola,20,2000-04-08,176,74,Paraguay,Club Libertad,Paraguayan Primera División,1.0,56,66,500,CM,Right,1,3,2,Medium/Medium,62.0,52.0,51.0,57.0,49.0,50.0
17334,A. Stach,Anton Stach,21,1998-11-15,192,90,Germany,SpVgg Greuther Fürth,German 2. Bundesliga,2.0,56,66,1000,"CAM, CM",Right,1,3,2,Medium/Medium,53.0,47.0,55.0,52.0,42.0,68.0
17335,A. Sjöberg,Axel Sjöberg,20,2000-04-12,177,70,Sweden,Hammarby IF,Swedish Allsvenskan,1.0,56,66,700,RB,Right,1,3,2,Medium/Medium,66.0,28.0,44.0,54.0,54.0,54.0
17336,Y. Erdoğan,Yusuf Erdoğan,20,2000-01-08,175,71,Turkey,Fatih Karagümrük S.K.,Turkish Süper Lig,1.0,56,66,2000,CDM,Left,1,4,2,High/High,65.0,47.0,55.0,55.0,52.0,54.0
17337,M. Eșanu,Mihai Alexandru Eşanu,21,1998-07-25,183,74,Romania,Dinamo Bucureşti,Romanian Liga I,1.0,56,66,600,GK,Right,1,2,1,Medium/Medium,,,,,,
17338,P. Ortiz,Pablo Antonio Ortiz Cabezas,20,2000-06-08,175,70,Colombia,América de Cali,Colombian Liga Postobón,1.0,56,66,500,CB,Right,1,2,2,Medium/Medium,62.0,24.0,37.0,43.0,57.0,58.0
17339,M. O'Connor,Michael O’Connor,21,1998-07-31,188,89,Republic of Ireland,Waterford FC,Rep. Ireland Airtricity League,1.0,56,65,500,ST,Right,1,3,2,High/Medium,57.0,55.0,39.0,54.0,23.0,62.0
17340,Q. Lajami,Qassem Lajami,24,1996-04-24,178,75,Saudi Arabia,Al Fateh,Saudi Abdul L. Jameel League,1.0,56,65,4000,CB,Left,1,3,2,Medium/Medium,67.0,26.0,39.0,47.0,56.0,62.0
17341,Kim Woo Suk,김우석 金武胜,23,1996-08-04,187,74,Korea Republic,Daegu FC,Korean K League Classic,1.0,56,65,1000,"CB, RM",Right,1,2,2,Low/High,41.0,25.0,37.0,39.0,54.0,65.0
17342,M. Crocchianti,Marco Crocchianti,24,1996-02-18,185,79,Italy,Spezia,Italian Serie A,1.0,56,65,5000,CB,Right,1,3,2,Medium/High,55.0,26.0,33.0,37.0,58.0,60.0
17343,Zhang Yan,张岩,23,1997-03-30,184,78,China PR,Jiangsu Suning FC,Chinese Super League,1.0,56,65,2000,GK,Right,1,2,1,Medium/Medium,,,,,,
17344,H. Phillips,Harry Phillips,22,1997-09-19,175,65,England,Southend United,English League Two,4.0,56,65,2000,"CAM, CM",Right,1,3,2,High/Medium,72.0,49.0,54.0,59.0,36.0,55.0
17345,R. Howarth,Ramirez Howarth,22,1997-09-14,178,77,England,Lincoln City,English League One,3.0,56,65,2000,"RM, CAM",Right,1,3,2,Medium/Medium,81.0,53.0,46.0,58.0,28.0,53.0
17346,M. Al Saeed,Mohammed Al Saeed,23,1996-11-14,175,71,Saudi Arabia,Al Fateh,Saudi Abdul L. Jameel League,1.0,56,65,4000,"LM, LB",Left,1,3,3,Medium/High,69.0,41.0,54.0,57.0,50.0,48.0
17347,S. Yazıcı,Sinan Yazıcı,22,1997-08-14,180,75,Turkey,Çaykur Rizespor,Turkish Süper Lig,1.0,56,65,2000,ST,Right,1,2,2,High/Low,45.0,58.0,42.0,55.0,20.0,52.0
17348,F. Al Rashidi,Fahad Ayidh Al Rashidi,23,1997-05-16,175,68,Saudi Arabia,Al Taawoun,Saudi Abdul L. Jameel League,1.0,56,65,3000,"RM, LM",Right,1,2,3,Medium/Medium,67.0,47.0,48.0,61.0,39.0,57.0
17349,S. Graves,Simon Graves Jensen,21,1999-05-22,191,78,Denmark,Randers FC,Danish Superliga,1.0,56,65,2000,CB,Right,1,3,2,Medium/Medium,54.0,27.0,44.0,48.0,56.0,63.0
17350,Yun Ji Hyeok,윤지혁 Ji Hyeok Yun,22,1998-02-07,190,85,Korea Republic,Jeonbuk Hyundai Motors,Korean K League Classic,1.0,56,65,2000,CB,Right,1,3,2,Medium/High,57.0,25.0,35.0,32.0,53.0,71.0
17351,E. Twumasi,Emmanuel Twumasi,23,1997-05-19,173,77,Ghana,FC Dallas,USA Major League Soccer,1.0,56,65,1000,LW,Right,1,3,3,Medium/Low,65.0,54.0,49.0,65.0,27.0,46.0
17352,I. Karakaş,İlker Karakaş,21,1999-01-11,180,88,Turkey,Gençlerbirliği SK,Turkish Süper Lig,1.0,56,65,2000,ST,Right,1,3,2,Medium/Medium,48.0,58.0,43.0,50.0,25.0,65.0
17353,G. Dorsey,Griffin Dorsey,21,1999-03-05,183,73,United States,Toronto FC,USA Major League Soccer,1.0,56,65,1000,"RM, RWB",Right,1,3,2,High/High,72.0,49.0,50.0,59.0,43.0,57.0
17354,F. Quinteros,Franco Agustín Quinteros,21,1998-10-13,176,69,Argentina,Club Atlético Banfield,Argentina Primera División,1.0,56,65,2000,LB,Left,1,2,2,Medium/High,61.0,31.0,36.0,53.0,57.0,52.0
17355,H. Al Hajouj,Hussain Al Hajouj,23,1996-11-22,173,70,Saudi Arabia,Al Raed,Saudi Abdul L. Jameel League,1.0,56,65,3000,"LM, ST",Left,1,4,2,Medium/Low,72.0,49.0,50.0,59.0,30.0,46.0
17356,Bao Yaxiong,鲍亚雄,23,1997-05-23,192,81,China PR,Hebei China Fortune FC,Chinese Super League,1.0,56,65,1000,GK,Right,1,1,1,Medium/Medium,,,,,,
17357,T. Ahumada,Tomás Alejandro Ahumada Oteíza,19,2001-06-24,181,74,Chile,Audax Italiano,Chilian Campeonato Nacional,1.0,56,65,500,GK,Right,1,2,1,Medium/Medium,,,,,,
17358,I. Pop,Ionuț Alin Pop,22,1997-08-01,190,80,Romania,FC Hermannstadt,Romanian Liga I,1.0,56,65,1000,GK,Right,1,2,1,Medium/Medium,,,,,,
17359,K. Al Blooshi,Khalid Al Baloushi,21,1999-03-22,169,70,United Arab Emirates,Al Ain FC,UAE Arabian Gulf League,1.0,56,65,500,"CAM, RM",Right,1,3,2,Medium/Low,64.0,42.0,54.0,61.0,31.0,45.0
17360,M. Hyllegaard,Mikkel Hyllegaard,21,1999-04-03,173,65,Denmark,Odense Boldklub,Danish Superliga,1.0,56,65,2000,ST,Right,1,3,2,Medium/Medium,84.0,58.0,39.0,51.0,19.0,46.0
17361,A. Uzodimma,Anthony Chigaemezu Uzodimma,21,1999-04-17,182,79,Nigeria,Kayserispor,Turkish Süper Lig,1.0,56,65,2000,CDM,Right,1,3,2,Medium/Medium,61.0,41.0,53.0,56.0,53.0,59.0
17362,B. Doucouré,Boubacari Doucouré,21,1999-03-19,192,80,France,FC Chambly Oise,French Ligue 2,2.0,56,65,650,CB,Right,1,2,2,Medium/Medium,41.0,26.0,37.0,37.0,54.0,70.0
17363,B. Stirling,Ben Stirling,21,1998-08-16,183,70,Scotland,Hibernian,Scottish Premiership,1.0,56,65,1000,"RB, CDM",Right,1,2,2,Medium/Medium,66.0,30.0,33.0,55.0,56.0,54.0
17364,M. Llano,Manuel Tadeo Llano Massa,20,1999-08-26,184,74,Argentina,Newell's Old Boys,Argentina Primera División,1.0,56,65,2000,CM,Right,1,3,2,Medium/Medium,67.0,50.0,60.0,60.0,43.0,48.0
17365,J. Doona,James Doona,22,1998-01-15,178,64,Republic of Ireland,St. Patrick's Athletic,Rep. Ireland Airtricity League,1.0,56,64,500,"LM, RM",Right,1,3,2,Medium/Medium,69.0,50.0,52.0,57.0,39.0,53.0
17366,Jeong Chi In,정치인 郑治仁,22,1997-08-21,182,71,Korea Republic,Daegu FC,Korean K League Classic,1.0,56,64,1000,LW,Right,1,3,2,Medium/Low,64.0,58.0,44.0,57.0,26.0,59.0
17367,A. Al Jamaan,Abdulaziz Al Jamaan,23,1996-12-25,176,69,Saudi Arabia,Abha Club,Saudi Abdul L. Jameel League,1.0,56,64,2000,"RM, LM",Right,1,3,3,High/Medium,91.0,44.0,46.0,59.0,36.0,47.0
17368,A. Stamatelopoulos,Apostolos Stamatelopoulos,21,1999-04-09,184,84,Australia,Western United FC,Australian Hyundai A-League,1.0,56,64,500,ST,Right,1,3,2,Medium/Low,57.0,56.0,38.0,49.0,23.0,62.0
17369,C. McVey,Christopher McVey,23,1997-04-12,184,75,Sweden,IF Elfsborg,Swedish Allsvenskan,1.0,56,64,800,RB,Right,1,3,2,Medium/Medium,64.0,33.0,54.0,54.0,49.0,63.0
17370,C. Lema,Christopher Lema,23,1996-08-05,178,73,United States,New York Red Bulls,USA Major League Soccer,1.0,56,64,1000,"CDM, CM, CAM",Left,1,3,3,Medium/Medium,68.0,48.0,59.0,63.0,52.0,53.0
17371,H. Bellman,Henrik Bellman,21,1999-03-24,170,65,Sweden,Östersunds FK,Swedish Allsvenskan,1.0,56,64,700,LM,Right,1,2,2,High/High,74.0,42.0,50.0,57.0,32.0,55.0
17372,R. Gutiérrez,Ricardo Daniel Gutiérrez Hernández,24,1996-06-17,181,76,Mexico,Mazatlán FC,Mexican Liga MX,1.0,56,64,1000,GK,Right,1,2,1,Medium/Medium,,,,,,
17373,M. Al Haeti,Mohammed Ahmed Alhaeti,24,1996-03-10,188,75,Saudi Arabia,Ettifaq FC,Saudi Abdul L. Jameel League,1.0,56,64,3000,GK,Right,1,3,1,Medium/Medium,,,,,,
17374,Lee Si Heon,Si Heon Lee,22,1998-05-04,177,67,Korea Republic,Jeonbuk Hyundai Motors,Korean K League Classic,1.0,56,64,2000,LW,Right,1,3,2,Medium/Medium,71.0,51.0,55.0,57.0,35.0,51.0
17375,P. Flottmann,Patrick Flottmann,23,1997-04-10,191,85,Australia,Sydney FC,Australian Hyundai A-League,1.0,56,64,1000,CB,Right,1,2,2,Medium/Medium,56.0,25.0,33.0,39.0,54.0,70.0
17376,K. Ouattara,Kalpi Ouattara,21,1998-12-29,174,69,Ivory Coast,Östersunds FK,Swedish Allsvenskan,1.0,56,64,600,"LWB, LB",Left,1,3,2,Medium/Medium,74.0,29.0,33.0,59.0,54.0,51.0
17377,L. Acevedo,Luis Miguel Acevedo Tabárez,23,1996-10-05,173,71,Uruguay,Peñarol,Uruguayan Primera División,1.0,56,64,500,ST,Right,1,3,2,Medium/Low,65.0,54.0,54.0,56.0,47.0,57.0
17378,K. Kurt,Kadir Kurt,21,1999-01-15,184,75,Turkey,Denizlispor,Turkish Süper Lig,1.0,56,64,3000,CB,Right,1,2,2,Low/Medium,60.0,30.0,39.0,40.0,59.0,57.0
17379,J. Quintero,Joel Steven Quintero Nazareno,21,1998-09-25,182,68,Ecuador,Emelec,Ecuadorian Serie A,1.0,56,64,500,CB,Right,1,2,2,Medium/Medium,50.0,27.0,40.0,40.0,55.0,67.0
17380,L. Ibarra,Luis Enrique Ibarra Recalde,21,1999-01-04,175,71,Paraguay,Sportivo Luqueño,Paraguayan Primera División,1.0,56,64,500,CM,Right,1,3,2,Medium/High,47.0,54.0,49.0,54.0,49.0,57.0
17381,R. Spenhay,Richard Spenhay Arauz,22,1997-09-09,168,64,Bolivia,Club Blooming,Liga de Fútbol Profesional Boliviano,1.0,56,64,500,CM,Right,1,3,2,High/Medium,68.0,48.0,54.0,57.0,47.0,53.0
17382,R. Cerecedo,Rodrigo Alejandro Cerecedo Cabrera,22,1998-02-14,181,71,Mexico,U.N.A.M.,Mexican Liga MX,1.0,56,64,1000,GK,Right,1,3,1,Medium/Medium,,,,,,
17383,D. Rooney,Dayle Rooney,22,1998-02-24,179,74,Republic of Ireland,Shelbourne FC,Rep. Ireland Airtricity League,1.0,56,64,500,"LM, LW",Left,1,2,2,High/Medium,68.0,47.0,49.0,55.0,29.0,54.0
17384,C. Espinola,Carlos Niño Junior Espinola Díaz,20,1999-12-25,172,65,Paraguay,Nacional Asunción,Paraguayan Primera División,1.0,56,64,500,CB,Right,1,3,2,Low/High,61.0,27.0,38.0,45.0,60.0,51.0
17385,X. Pineda,Xavier Edu Pineda Arana,20,1999-11-11,180,72,Ecuador,Emelec,Ecuadorian Serie A,1.0,56,64,500,CM,Right,1,2,2,Low/Medium,61.0,48.0,49.0,56.0,47.0,55.0
17386,A. Villalva,Alexis Villalva Mosqueda,21,1998-08-28,180,76,Paraguay,Club Guaraní,Paraguayan Primera División,1.0,56,64,500,CB,Right,1,2,2,Low/High,58.0,23.0,35.0,31.0,58.0,58.0
17387,V. Daguin,Victor Daguin,20,2000-03-08,185,69,France,FC Nantes,French Ligue 1,1.0,56,64,3000,CB,Right,1,3,2,Medium/Medium,60.0,29.0,38.0,41.0,57.0,57.0
17388,T. Vannoye,Thomas Vannoye,21,1998-07-11,183,78,France,USL Dunkerque,French Ligue 2,2.0,56,64,750,CB,Right,1,3,2,Medium/Medium,59.0,29.0,32.0,33.0,58.0,65.0
17389,R. Saïd,Rafiki Said Ahamada,20,2000-03-15,178,73,Comoros,Stade Brestois 29,French Ligue 1,1.0,56,64,3000,ST,Left,1,5,2,High/Low,79.0,60.0,43.0,67.0,20.0,28.0
17390,F. Brosowski,Fabian Brosowski,22,1997-07-08,181,70,Germany,SC Verl,German 3. Bundesliga,3.0,56,64,500,ST,Left,1,3,3,High/Medium,74.0,54.0,45.0,57.0,20.0,52.0
17391,N. Fiedosewicz,Nikodem Fiedosewicz,22,1998-05-30,174,70,Poland,Warta Poznań,Polish T-Mobile Ekstraklasa,1.0,56,64,700,LB,Left,1,2,2,Medium/Medium,72.0,35.0,46.0,49.0,51.0,49.0
17392,Phelipe,Phelipe Megiolaro Alves,21,1999-02-08,185,82,Brazil,FC Dallas,USA Major League Soccer,1.0,56,64,650,GK,Right,1,2,1,Medium/Medium,,,,,,
17393,A. Breslin,Anthony Breslin,23,1997-02-13,173,73,Republic of Ireland,Bohemian FC,Rep. Ireland Airtricity League,1.0,56,63,500,LB,Left,1,2,2,Medium/Medium,73.0,33.0,49.0,52.0,50.0,57.0
17394,M. Dinanga,Marcus Dinanga,23,1997-06-30,180,78,England,Stevenage,English League Two,4.0,56,63,2000,ST,Right,1,3,2,Medium/Medium,71.0,56.0,40.0,56.0,19.0,51.0
17395,E. Osborne,Elliot Osborne,24,1996-05-12,183,70,England,Stevenage,English League Two,4.0,56,63,2000,"CM, CDM",Right,1,3,2,Low/Medium,67.0,45.0,54.0,57.0,51.0,60.0
17396,I. Meite,Ibrahim Meite,23,1996-07-29,188,72,England,Derry City,Rep. Ireland Airtricity League,1.0,56,63,650,ST,Left,1,2,2,High/Low,63.0,56.0,37.0,54.0,20.0,49.0
17397,A. Smith,Alistair Smith,21,1999-05-19,187,73,England,Mansfield Town,English League Two,4.0,56,63,2000,CM,Right,1,3,2,Medium/Medium,75.0,51.0,55.0,59.0,51.0,60.0
17398,S. Junqua,Samuel Junqua,23,1996-11-09,183,79,United States,Houston Dynamo,USA Major League Soccer,1.0,56,63,1000,LB,Left,1,3,2,High/High,61.0,26.0,43.0,57.0,53.0,59.0
17399,M. Russell,Mark Russell,24,1996-03-22,178,70,Scotland,Finn Harps,Rep. Ireland Airtricity League,1.0,56,63,500,LWB,Left,1,3,2,Medium/Medium,64.0,31.0,45.0,54.0,50.0,57.0
17400,M. Târșă,Marian Târșă,22,1998-04-16,182,75,Romania,FC Botoşani,Romanian Liga I,1.0,56,63,2000,CM,Right,1,2,2,Medium/High,69.0,44.0,52.0,56.0,55.0,69.0
17401,E. Florescu,Eduard Marian Florescu,23,1997-06-27,188,69,Romania,FC Botoşani,Romanian Liga I,1.0,56,63,2000,CAM,Left,1,2,2,Medium/Medium,63.0,50.0,56.0,58.0,43.0,55.0
17402,A. Nilsson,Alexander Nilsson,22,1997-08-22,187,82,Sweden,Helsingborgs IF,Swedish Allsvenskan,1.0,56,63,500,GK,Right,1,2,1,Medium/Medium,,,,,,
17403,J. Herrera,Julio Héctor Herrera Farel,21,1999-02-11,173,65,Bolivia,Club Blooming,Liga de Fútbol Profesional Boliviano,1.0,56,63,500,RM,Right,1,3,2,High/Medium,58.0,48.0,49.0,56.0,34.0,54.0
17404,P. Izaguirre,Paolo Camilo Izaguirre Ferreyra,22,1998-02-12,182,80,Peru,Club Atlético Grau,Peruvian Primera División,1.0,56,63,500,GK,Right,1,3,1,Medium/Medium,,,,,,
17405,K. Kamiya,Kaito Kamiya,23,1997-06-16,183,76,Japan,Kawasaki Frontale,Japanese J. League Division 1,1.0,56,63,2000,"CB, CDM",Right,1,2,2,Medium/Medium,59.0,33.0,40.0,42.0,53.0,67.0
17406,M. Rojas,Mauro Luis Alberto Rojas Figueredo,23,1997-06-21,190,86,Paraguay,Sportivo Luqueño,Paraguayan Primera División,1.0,56,63,500,GK,Right,1,2,1,Medium/Medium,,,,,,
17407,E. Tangvik,Erland Tangvik,22,1997-07-09,186,80,Norway,Djurgårdens IF,Swedish Allsvenskan,1.0,56,63,850,GK,Right,1,3,1,Medium/Medium,,,,,,
17408,J. Moutachy,Joris Moutachy,22,1997-11-04,175,68,France,Chamois Niortais Football Club,French Ligue 2,2.0,56,63,1000,RB,Right,1,3,2,High/High,77.0,28.0,35.0,55.0,50.0,51.0
17409,C. Chaminade,Corentin Chaminade,20,1999-07-03,192,75,France,Pau FC,French Ligue 2,2.0,56,63,650,CB,Right,1,2,2,Medium/Medium,61.0,31.0,40.0,42.0,56.0,59.0
17410,K. Lokko,Kevin Lokko,24,1995-11-03,191,71,England,Harrogate Town,English League Two,4.0,56,62,1000,CB,Left,1,3,2,Medium/Medium,53.0,27.0,35.0,43.0,56.0,64.0
